Dept,Course,Section,Author,Title,ISBN,Edition,YR,Status,Instructor,Campus,Price
HIST,814,G100,KALDELLIS,BYZANTINE REPUBLIC : PEOPLE AN,978-0-674-36540-7,1,15,RQ,CHENIER,BUR,$50.00
HIST,814,G100,FOUCAULT,HISTORY OF SEXUALITY (TRADE ED,978-0-679-72469-8,1,90,RQ,CHENIER,BUR,$18.00
HIST,814,G100,PRESNELL,INFORMATION-LITERATE HISTORIAN,978-0-19-992604-6,2,12,RQ,CHENIER,BUR,$35.00
HIST,814,G100,MORRIS,SCHOLAR DENIED : W. E. B. DU B,978-0-520-27635-2,1,15,RQ,CHENIER,BUR,$37.95
HIST,814,G100,SANOS,SIMONE DE BEAUVOIR : CREATING,978-0-19-027809-0,1,16,RQ,CHENIER,BUR,$24.00
HIST,814,G100,SCHOENHALS,SPYING FOR THE PEOPLE : MAO'S,978-1-107-60344-8,1,13,RQ,CHENIER,BUR,$33.95
HIST,102W,D900,CONRAD,HISTORY OF THE CANADIAN PEOPLE,978-0-13-299197-1,6,14,RQ,HARTER,SUR,$107.00
HIST,330W,J100,CAMPBELL,HALFBREED,978-0-8032-6311-6,1,82,RQ,CHENIER,HRB,$24.00
HIST,330W,J100,MCLUHAN,MEDIUM IS THE MASSAGE,978-1-58423-070-0,1,96,RQ,CHENIER,HRB,$19.00
HIST,330W,J100,CARDINAL,UNJUST SOCIETY,978-1-55054-483-1,1,99,RQ,CHENIER,HRB,$22.95
HIST,417W,D100,EVANS,ALGERIA : FRANCE'S UNDECLARED,978-0-19-966903-5,1,13,RQ,PANCHASI,BUR,$26.95
HIST,417W,D100,DJEBAR,CHILDREN OF THE NEW WORLD : A,978-1-55861-510-6,1,5,RQ,PANCHASI,BUR,$17.95
HIST,417W,D100,ALLEG,QUESTION,978-0-8032-5960-7,1,6,RQ,PANCHASI,BUR,$25.50
HIST,417W,D100,FANON,WRETCHED OF THE EARTH (NEW TRA,978-0-8021-4132-3,1,4,RQ,PANCHASI,BUR,$20.95
HIST,419W,D100,TOLSTOY,ANNA KARENINA (TR PEVEAR/VOLOK,978-0-14-303500-8,1,0,RQ,VINKOVETSKY,BUR,$25.00
HIST,425W,D100,PICKLES,CONTACT ZONES: ABORIGINAL,978-0-7748-1136-1,1,6,RQ,KEOUGH,BUR,$38.00
HIST,425W,D100,WHITE,"FROM JIM CROW TO JAY-Z: RACE,",978-0-252-07832-3,1,11,RQ,KEOUGH,BUR,$43.00
HIST,425W,D100,KEOUGH,GENDER HISTORY: CANADIAN PERSP,978-0-19-544343-1,1,13,RQ,KEOUGH,BUR,$103.00
HIST,459W,D100,LATTIN,HARVARD PSYCHEDELIC CLUB : HOW,978-0-06-165594-4,1,11,RQ,DAWSON,HRB,$18.50
HIST,459W,D100,VASQUEZ,SOUND OF THINGS FALLING (CDN E,978-1-4088-3161-8,1,14,RQ,DAWSON,HRB,$19.00
HIST,459W,D100,SCHIVELBUSCH,TASTES OF PARADISE,978-0-679-74438-2,1,93,RQ,DAWSON,HRB,$19.95
HIST,459W,D100,AUYERO,VIOLENCE AT THE URBAN MARGINS,978-0-19-022145-4,1,15,RQ,DAWSON,HRB,$31.00
HIST,459W,D100,MUEHLMANN,WHEN I WEAR MY ALLIGATOR BOOTS,978-0-520-27678-9,1,13,RQ,DAWSON,HRB,$38.00
HIST,463W,D100,SWAIN,ALIENATION: AN INTRODUCTION TO,978-1-905192-92-2,1,12,RQ,LEIER,BUR,$20.00
HIST,463W,D100,MARX,CAPITAL,978-0-19-953570-5,1,8,RQ,LEIER,BUR,$16.95
HIST,463W,D100,MARX,COMMUNIST MANIFESTO,978-1-931859-25-7,1,5,RQ,LEIER,BUR,$20.95
HIST,463W,D100,MAIER,MARX,978-1-907704-83-3,1,14,RQ,LEIER,BUR,$29.50
HIST,468W,D100,EASWARAN,NONVIOLENT SOLDIER OF ISLAM :,978-1-888314-00-7,1,99,RQ,CLOSSEY,BUR,$22.00
HIST,468W,D100,ADOLF,PEACE : A WORLD HISTORY,978-0-7456-4126-3,1,9,RQ,CLOSSEY,BUR,$32.95
HIST,468W,D100,SPENCER,VEGETARIANISM : A HISTORY,978-1-910690-21-5,1,16,RQ,CLOSSEY,BUR,$29.95
HS,303,D100,MANN,DOING FEMINIST THEORY : FROM M,978-0-19-985810-1,1,12,RQ,KOTSOVILI,BUR,$91.00
HS,303,D100,WHITEHEAD,GENDER & IDENTITY: KEY THEMES,978-0-19-544490-2,1,13,RQ,KOTSOVILI,BUR,$108.00
HSCI,100,D100,GOLDACRE,BAD SCIENCE,978-0-7710-3579-1,1,11,RQ,LECHNER,BUR,$21.00
HSCI,100,D200,GOLDACRE,BAD SCIENCE,978-0-7710-3579-1,1,11,RQ,VAN HOUTEN,SUR,$21.00
HSCI,130,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,TUCKER,BUR,$48.00
HSCI,130,D200,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,TUCKER,SUR,$48.00
HSCI,130,D100,SEGALL,PURSUING HEALTH & WELLNESS,978-0-19-543067-7,1,11,RQ,TUCKER,BUR,$92.00
HSCI,130,D200,SEGALL,PURSUING HEALTH & WELLNESS,978-0-19-543067-7,1,11,RQ,TUCKER,SUR,$92.00
HSCI,160,E100,SKOLNIK,GLOBAL HEALTH 101,978-1-284-05054-7,3,16,RQ,TUN,BUR,$124.00
HSCI,160,FIC ALL,SKOLNIK,GLOBAL HEALTH 101,978-0-7637-9751-5,2,12,RQ,ALL,BUR,$150.00
HSCI,180,D100,HART,DRUGS BEHAVIOUR AND SOCIETY,978-1-259-02463-4,2,15,RQ,SALAJEGHEH,BUR,$99.95
HSCI,214,D100,GOLDNER,CONCISE INTRO TO MENTAL HEALTH,978-1-55130-906-4,2,16,RQ,GOLDNER,BUR,$82.00
HSCI,305,D100,ARMSTRONG,ABOUT CANADA : HEALTH CARE,978-1-55266-825-2,2,16,RQ,CALVERT,BUR,$20.00
HSCI,306,D100,DONALDSON,CREDIT CRUNCH HEALTHCARE: HOW,978-1-84742-752-6,1,11,RC,WHITEHURST,BUR,$43.00
HSCI,306,D100,HURLEY,HEALTH ECONOMICS,978-0-07-091648-7,1,10,RQ,WHITEHURST,BUR,$166.00
HSCI,306,D100,DRUMMOND,METHODS FOR THE ECONOMIC EVALU,978-0-19-966588-4,4,15,RQ,WHITEHURST,BUR,$83.00
HSCI,307,D100,BASSIL,HEALTH RESEARCH METHODS: A CAN,978-0-19-544716-3,1,14,RQ,CURRIE,BUR,$97.00
HSCI,312,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,SOMERS,BUR,$48.00
HSCI,312,D100,COTTRELL,PRINCIPLES AND FOUNDATIONS OF,978-0-321-92714-9,6,14,RQ,SOMERS,BUR,$130.00
HSCI,323,D100,RANG,RANG AND DALE'S PHARMACOLOGY,978-0-7020-5362-7,8,15,RQ,BEISCHLAG,BUR,$111.00
HSCI,324,D100,STONE,GENES CULTURE AND HUMAN EVOLUT,978-1-4051-3166-7,1,6,RC,LECHNER,BUR,$80.00
HSCI,324,D100,HURLES,HUMAN EVOLUTIONARY GENETICS,978-0-8153-4148-2,2,13,RC,LECHNER,BUR,$198.00
HSCI,324,D100,HARTL,PRIMER OF POPULATION GENETICS,978-0-87893-304-4,3,0,RC,LECHNER,BUR,$85.00
HSCI,324,D100,HARTL,PRINCIPLES OF POPULATIONS GENE,978-0-87893-308-2,4,6,RC,LECHNER,BUR,$148.00
HSCI,338,D100,DIMMOCK,INTRO TO MODERN VIROLOGY,978-1-119-97810-7,1,16,RQ,VAN HOUTEN,BUR,$87.95
HSCI,340,D100,GERMOV,SECOND OPINION: AN INTRO TO HE,978-0-19-543198-8,1,11,RQ,HUNT,BUR,$98.00
HSCI,426,D100,GEHA,CASE STUDIES IN IMMUNOLOGY : A,978-0-8153-4512-1,7,16,RC,SCOTT,BUR,$90.00
HSCI,426,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,SCOTT,BUR,$48.00
HSCI,426,D100,MURPHY,JANEWAY'S IMMUNOBIOLOGY,978-0-8153-4505-3,9,16,RQ,SCOTT,BUR,$290.00
HSCI,471,D100,DONALDSON,CREDIT CRUNCH HEALTHCARE: HOW,978-1-84742-752-6,1,11,RQ,PEACOCK,BUR,$43.00
HSCI,472,D100,RODRICKS,CALCULATED RISKS (REV),978-0-521-78878-6,2,6,RQ,NICOL,BUR,$79.95
HSCI,495,D100,PEI HEALTH,CIRCLE OF HEALTH : INTERACTIVE,978-0-9734157-0-4,1,96,RQ,ARDILES,SUR,$28.00
HSCI,726,G100,GEHA,CASE STUDIES IN IMMUNOLOGY : A,978-0-8153-4512-1,7,16,RC,SCOTT,BUR,$90.00
HSCI,726,G100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,SCOTT,BUR,$48.00
HSCI,726,G100,MURPHY,JANEWAY'S IMMUNOBIOLOGY,978-0-8153-4505-3,9,16,RQ,SCOTT,BUR,$290.00
HSCI,801,G100,PAGANO,PRINCIPLES OF BIOSTATISTICS (W,978-0-534-22902-3,2,0,RQ,MCCANDLESS,BUR,$267.00
HSCI,802,G100,ROTHMAN,EPIDEMIOLOGY,978-0-19-975455-7,2,12,RQ,SAMJI,BUR,$42.00
HSCI,805,G100,SZKLO,EPIDEMIOLOGY,978-1-4496-0469-1,3,14,RQ,MCCANDLESS,BUR,$161.00
HSCI,808,G200,DONALDSON,CREDIT CRUNCH HEALTH CARE : HO,978-1-84742-753-3,1,12,RC,NOSYK,BUR,$121.00
HSCI,808,G200,HURLEY,HEALTH ECONOMICS,978-0-07-091648-7,1,10,RQ,NOSYK,BUR,$166.00
HSCI,808,G200,DRUMMOND,METHODS FOR THE ECONOMIC EVALU,978-0-19-966588-4,4,15,RQ,NOSYK,BUR,$83.00
HSCI,845,G100,FRUMKIN,ENVIRONMENTAL HEALTH: FROM GLO,978-1-118-98476-5,3,16,RQ,TAKARO,BUR,$121.00
HSCI,847,G200,RODRICKS,CALCULATED RISKS (REV),978-0-521-78878-6,2,6,RQ,NICOL,BUR,$79.95
HSCI,855,G100,PEI HEALTH,CIRCLE OF HEALTH : INTERACTIVE,978-0-9734157-0-4,1,96,RQ,ARDILES,BUR,$28.00
HSCI,855,G100,ROOTMAN,HEALTH PROMOTION IN CANADA,978-1-55130-409-0,3,12,RQ,ARDILES,BUR,$77.00
HSCI,891,G200,RODRICKS,CALCULATED RISKS (REV),978-0-521-78878-6,2,6,RQ,SMALL,BUR,$79.95
HSCI,319W,D100,CHILDRESS,ESSENTIALS OF PUBLIC HEALTH ET,978-0-7637-8046-3,1,13,RQ,SNYDER,BUR,$143.00
HSCI,319W,D100,HOLLAND,PUBLIC HEALTH ETHICS,978-0-7456-6219-0,2,14,RQ,SNYDER,BUR,$26.95
HUM,105,D100,DUTTON,MANY EUROPES (V1),978-0-07-333049-5,1,14,RQ,DUTTON,BUR,$99.95
HUM,106,D100,FRANK,PREBLES' ARTFORMS,978-0-205-96811-4,11,14,CH,DAWKINS,BUR,$229.00
HUM,130,C100,FREUD,FUTURE OF AN ILLUSION (INTRO G,978-0-393-00831-9,1,89,RQ,NEWTON,BUR,$20.00
HUM,130,C200,FREUD,FUTURE OF AN ILLUSION (INTRO G,978-0-393-00831-9,1,89,RQ,SESSIONAL,BUR,$20.00
HUM,130,C100,RAINES,MARX ON RELIGION,978-1-56639-940-1,1,2,RQ,NEWTON,BUR,$40.00
HUM,130,C200,RAINES,MARX ON RELIGION,978-1-56639-940-1,1,2,RQ,SESSIONAL,BUR,$40.00
HUM,130,C100,JAMES,VARIETIES OF RELIGIOUS EXPERIE,978-0-14-039034-6,1,82,RQ,NEWTON,BUR,$22.00
HUM,130,C200,JAMES,VARIETIES OF RELIGIOUS EXPERIE,978-0-14-039034-6,1,82,RQ,SESSIONAL,BUR,$22.00
HUM,151,D100,MASTRONARDE,INTRODUCTION TO ATTIC GREEK,978-0-520-27571-3,2,13,RQ,MIRHADY,BUR,$62.00
HUM,161,C100,WHEELOCK,WHEELOCK'S LATIN,978-0-06-199722-8,7,11,RQ,MIRHADY,BUR,$26.99
HUM,204,D100,AMES,ANALECTS (TRANS AMES),978-0-345-43407-4,1,99,RQ,CROWE,BUR,$21.00
HUM,204,D100,TZU,CHUANG TZU: BASIC WRITINGS,978-0-231-10595-8,1,96,RQ,CROWE,BUR,$28.00
HUM,204,D100,HANH,DIAMOND THAT CUTS THROUGH ILLU,978-1-935209-44-7,2,10,RQ,CROWE,BUR,$24.95
HUM,204,D100,TZU,HSUN TZU: BASIC WRITINGS (TRAN,978-0-231-10689-4,1,96,RQ,CROWE,BUR,$27.00
HUM,307,D100,DUTTON,CAROLINGIAN CIVILIZATION,978-1-55111-492-7,2,4,RQ,DUTTON,BUR,$46.95
HUM,307,D100,DUTTON,CHARLEMAGNE'S COURTIER: COMPLE,978-1-4426-0112-3,1,98,RQ,DUTTON,BUR,$27.95
HUM,309,J100,WALTHER,ART OF THE 20TH CENTURY,978-3-8365-4114-5,1,12,RQ,FEENBERG-DIBON,HRB,$52.00
HUM,309,J100,WOOD,ART OF THE AVANT-GARDES,978-0-300-10230-7,1,4,RQ,FEENBERG-DIBON,HRB,$57.00
HUM,309,J100,MANN,DEATH IN VENICE,978-0-06-057617-2,1,5,RQ,FEENBERG-DIBON,HRB,$15.99
HUM,309,J100,FREUD,ON DREAMS (INTRO GAY) (W/84 PG,978-0-393-00144-0,1,90,RQ,FEENBERG-DIBON,HRB,$22.00
HUM,309,J100,PROUST,SWANN'S WAY (IN SEARCH..V1) (T,978-0-375-75154-7,1,98,RQ,FEENBERG-DIBON,HRB,$19.00
HUM,309,J100,WOOLF,TO THE LIGHTHOUSE,978-1-55111-396-8,1,0,RQ,FEENBERG-DIBON,HRB,$15.00
HUM,320,D100,FREUD,MOSES & MONOTHEISM,978-0-394-70014-4,1,55,RQ,ANGUS,BUR,$13.99
HUM,331,D100,ROBINET,TAOISM: GROWTH OF RELIGION,978-0-8047-2839-3,1,97,RQ,CROWE,HRB,$37.00
HUM,331,D100,KOHN,TAOIST EXPERIENCE,978-0-7914-1580-1,1,93,RQ,CROWE,HRB,$48.00
HUM,360,D100,SATRAPI,COMPLETE PERSEPOLIS,978-0-375-71483-2,1,7,RQ,KOTSOVILI,BUR,$29.95
HUM,360,D100,DOSTOYEVSKY,CRIME & PUNISHMENT (TRANS MCDU,978-0-14-044913-6,1,3,RQ,KOTSOVILI,BUR,$21.00
HUM,360,D100,SHELLEY,FRANKENSTEIN (ED HINDLE),978-0-14-143947-1,1,3,RQ,KOTSOVILI,BUR,$12.00
HUM,360,D100,ZIOLKOWSKI,HESITANT HEROES : PRIVATE INHI,978-0-8014-4203-2,1,4,RQ,KOTSOVILI,BUR,$74.50
HUM,360,D100,LEE,TO KILL A MOCKINGBIRD,978-0-06-242070-1,1,15,RQ,KOTSOVILI,BUR,$31.99
HUM,101W,J100,SOPHOCLES,ANTIGONE (TRANS BRAUN),978-0-19-506167-3,1,73,RQ,MACKENZIE,HRB,$17.00
HUM,101W,D100,GENET,BALCONY (REV),978-0-8021-5034-9,1,66,RQ,KNIGHTS,BUR,$18.00
HUM,101W,J100,FRAYN,COPENHAGEN,978-0-385-72079-3,1,98,RQ,MACKENZIE,HRB,$18.00
HUM,101W,D100,ROUSSEAU,DISCOURSE ON INEQUALITY (TRANS,978-0-14-044439-1,1,0,RQ,KNIGHTS,BUR,$16.00
HUM,101W,D100,WOLF,MEDEA,978-0-385-51857-4,1,5,RQ,KNIGHTS,BUR,$21.00
HUM,101W,D100,EURIPIDES,MEDEA (TRANS SVARLIEN),978-0-87220-923-7,1,8,RQ,KNIGHTS,BUR,$13.00
HUM,101W,J100,APPIAH,NARRATIVE OF LIFE BY DOUGLASS/,978-0-679-78328-2,1,0,RQ,MACKENZIE,HRB,$17.50
HUM,101W,J100,MACHIAVELLI,PRINCE (TRANS. PARKS),978-0-14-144225-9,1,11,RQ,MACKENZIE,HRB,$22.00
HUM,101W,D100,EVANS,RED ROSA : GRAPHIC BIOGRAPHY O,978-1-78478-099-9,1,98,RQ,KNIGHTS,BUR,$24.95
HUM,101W,J100,BURGESS,SONG OF ROLAND,978-0-14-044532-9,1,90,RQ,MACKENZIE,HRB,$16.00
HUM,101W,D100,MORE,UTOPIA (ED WOOTTON),978-0-87220-376-1,1,99,RQ,KNIGHTS,BUR,$15.00
HUM,102W,C100,GRENE,GREEK TRAGEDIES (V1) (ED GRIFF,978-0-226-03528-4,3,13,RQ,MIRHADY,BUR,$17.00
HUM,102W,C200,GRENE,GREEK TRAGEDIES (V1) (ED GRIFF,978-0-226-03528-4,3,13,RQ,MIRHADY,BUR,$17.00
HUM,102W,C100,SHELMERDINE,HOMERIC HYMNS,978-1-58510-019-4,1,95,RQ,MIRHADY,BUR,$22.00
HUM,102W,C200,SHELMERDINE,HOMERIC HYMNS,978-1-58510-019-4,1,95,RQ,MIRHADY,BUR,$22.00
HUM,102W,C100,HOMER,ILIAD (BLACK COVER) (TRANS FAG,978-0-14-044592-3,1,2,RQ,MIRHADY,BUR,$17.00
HUM,102W,C200,HOMER,ILIAD (BLACK COVER) (TRANS FAG,978-0-14-044592-3,1,2,RQ,MIRHADY,BUR,$17.00
HUM,102W,D900,OVID,METAMORPHOSES (TRANS MELVILLE),978-0-19-953737-2,1,8,RQ,CAPPERDONI,SUR,$8.95
HUM,102W,C100,HOMER,ODYSSEY (TRADE ED) (TRANS FAGL,978-0-14-026886-7,1,96,RQ,MIRHADY,BUR,$24.00
HUM,102W,C200,HOMER,ODYSSEY (TRADE ED) (TRANS FAGL,978-0-14-026886-7,1,96,RQ,MIRHADY,BUR,$24.00
HUM,102W,D900,AESCHYLUS,ORESTEIA (TRANS FAGLES),978-0-14-044333-2,1,78,RQ,CAPPERDONI,SUR,$22.00
HUM,102W,C100,HESIOD,THEOGONY (ED CALDWELL),978-0-941051-00-2,1,87,RQ,MIRHADY,BUR,$16.00
HUM,102W,C200,HESIOD,THEOGONY (ED CALDWELL),978-0-941051-00-2,1,87,RQ,MIRHADY,BUR,$16.00
HUM,102W,D900,SOPHOCLES,THREE THEBAN PLAYS (ED FAGLES),978-0-14-044425-4,1,84,RQ,CAPPERDONI,SUR,$20.00
HUM,302W,D100,ARISTOPHANES,ACHARNIANS,978-1-58510-087-3,2,3,RQ,MIRHADY,BUR,$16.00
HUM,302W,D100,EURIPIDES,MEDEA (TRANS PODLECKI),978-0-941051-10-1,1,91,RQ,MIRHADY,BUR,$16.00
HUM,302W,D100,ARISTOTLE,POLITICS (TRANS SINCLAIR),978-0-14-044421-6,1,82,RQ,MIRHADY,BUR,$16.00
HUM,302W,D100,PLUTARCH,RISE & FALL OF ATHENS (TRANS S,978-0-14-044102-4,1,64,RQ,MIRHADY,BUR,$19.00
HUM,321W,D100,ONDAATJE,ANIL'S GHOST,978-0-676-97361-7,1,1,RQ,CAPPERDONI,BUR,$21.00
HUM,321W,D100,LEVI,IF THIS IS A MAN THE TRUCE,978-0-349-10013-5,1,91,RQ,CAPPERDONI,BUR,$22.00
HUM,321W,D100,ARENDT,ON VIOLENCE,978-0-15-669500-8,1,1,RQ,CAPPERDONI,BUR,$18.50
HUM,321W,D100,SONTAG,REGARDING THE PAIN OF OTHERS,978-0-312-42219-6,1,3,RQ,CAPPERDONI,BUR,$17.00
HUM,321W,D100,AGAMBEN,REMNANTS OF AUSCHWITZ THE WITH,978-1-890951-17-7,1,2,RQ,CAPPERDONI,BUR,$28.00
HUM,321W,D100,MOUAWAD,SCORCHED,978-0-88754-926-7,1,10,RQ,CAPPERDONI,BUR,$18.95
IAT,100,D100,MCCLOUD,MAKING COMICS,978-0-06-078094-4,1,6,RC,CLEMENTS-VIVIAN,SUR,$31.50
IAT,100,D100,KRASNER,MOTION GRAPHIC DESIGN : APPLIE,978-0-240-82113-9,3,13,RC,CLEMENTS-VIVIAN,SUR,$79.00
IAT,100,D100,MCCLOUD,REINVENTING COMICS,978-0-06-095350-8,1,0,RC,CLEMENTS-VIVIAN,SUR,$28.50
IAT,100,D100,MCCLOUD,UNDERSTANDING COMICS,978-0-06-097625-5,1,94,RC,CLEMENTS-VIVIAN,SUR,$29.99
IAT,102,FIC ALL,LUPTON,THINKING WITH TYPE : CRITICAL,978-1-56898-969-3,2,10,RQ,ALL,BUR,$35.95
IAT,167,D100,ADAMS,FUND OF GAME DESIGN,978-0-321-92967-9,3,13,RC,YANG,SUR,$72.99
IAT,167,D100,SHIFFMAN,LEARNING PROCESSING,978-0-12-394443-6,2,12,RQ,YANG,SUR,$78.00
IAT,201,D100,JOHNSON,DESIGNING WITH THE MIND IN MIN,978-0-12-407914-4,2,14,RQ,FISHER,SUR,$75.00
IAT,201,D100,CLARK,SUPERSIZING THE MIND,978-0-19-977368-8,1,11,RC,FISHER,SUR,$26.00
IAT,202,D100,ZETTL,SIGHT SOUND MOTION AP,978-1-305-57890-6,8,16,RC,CLEMENTS-VIVIAN,SUR,$282.00
IAT,202,D100,CHION,AUDIO-VISION,978-0-231-07899-3,1,94,RC,CLEMENTS-VIVIAN,SUR,$26.50
IAT,202,D100,BEGLEITER,FROM WORD TO IMAGE : STORYBOAR,978-1-932907-67-4,2,9,RC,CLEMENTS-VIVIAN,SUR,$36.00
IAT,202,D100,KRASNER,MOTION GRAPHIC DESIGN : APPLIE,978-0-240-82113-9,3,13,RC,CLEMENTS-VIVIAN,SUR,$79.00
IAT,210,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,UNTERMAN,BUR,$48.00
IAT,233,D100,FREDERICK,101 THINGS I LEARNED IN ARCHIT,978-0-262-06266-4,1,7,RQ,TAYLOR,SUR,$24.00
IAT,233,D100,HANNAH,ELEMENTS OF DESIGN,978-1-56898-329-5,1,2,RC,TAYLOR,SUR,$35.95
IAT,233,D100,ELAM,GRID SYSTEMS,978-1-56898-465-0,1,4,RC,TAYLOR,SUR,$35.95
IAT,265,D100,PEARSON,GENERATIVE ART,978-1-935182-62-7,1,11,RC,YANG,SUR,$56.95
IAT,265,D100,SHIFFMAN,NATURE OF CODE,978-0-9859308-0-6,1,12,RC,YANG,SUR,$51.00
IAT,312,D100,ADAMS,FUND OF GAME DESIGN,978-0-321-92967-9,3,13,RQ,NIXON,SUR,$72.99
IAT,312,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,NIXON,SUR,$48.00
IAT,312,D100,SALEN,RULES OF PLAY: GAME DESIGN FUN,978-0-262-24045-1,1,3,RQ,NIXON,SUR,$81.00
IAT,313,D100,KOENITZ,INTERACTIVE DIGITAL NARRATIVE,978-1-138-78239-6,1,15,RQ,UNTERMAN,SUR,$183.00
IAT,320,D100,SHAER,TANGIBLE USER INTERFACES,978-1-60198-328-2,1,10,RQ,TBD,SUR,$172.00
IAT,336,D100,ASHBY,MATERIALS AND DESIGN: THE ART,978-0-08-098205-2,3,14,RQ,ZUPAN,SUR,$108.00
IAT,336,D100,HALLGRIMSSON,PROTOTYPING AND MODELMAKING FO,978-1-85669-876-4,1,12,RC,ZUPAN,SUR,$55.00
IAT,336,D100,EISSEN,SKETCHING : THE BASICS,978-90-636-9253-7,1,14,RC,ZUPAN,SUR,$66.50
IAT,343,D100,KERLOW,ART OF 3-D COMPUTER ANIMATION,978-0-470-08490-8,4,9,RQ,DIPAOLA,SUR,$84.00
IAT,344,D100,HAMPE,MAKING DOCUMENTARY FILMS & REA,978-0-8050-8181-7,2,7,RC,HENNESSY,SUR,$26.50
IAT,351,D100,NORMAN,DESIGN OF EVERYDAY THINGS (REV,978-0-465-05065-9,2,13,RC,SERBAN,SUR,$21.00
IAT,432,D100,RUBIN,HANDBOOK OF USABILITY TESTING,978-0-470-18548-3,2,8,RQ,NIXON,SUR,$71.99
IAT,455,D100,BRINKMANN,ART & SCIENCE OF DIGITAL COMPO,978-0-12-370638-6,2,8,RQ,SERBAN,SUR,$124.00
IAT,800,G100,REAS,GETTING STARTED WITH PROCESSIN,978-1-4571-8708-7,2,15,RC,SHAW,SUR,$34.50
IAT,800,G100,SHIFFMAN,LEARNING PROCESSING,978-0-12-394443-6,2,12,RC,SHAW,SUR,$78.00
IAT,800,G100,GLASSNER,PROCESSING FOR VISUAL ARTISTS,978-1-56881-716-3,1,10,RC,SHAW,SUR,$113.00
IAT,800,G100,REAS,PROCESSING: PROGRAMMING HANDBO,978-0-262-02828-8,2,14,RC,SHAW,SUR,$104.00
IAT,800,G100,NOBLE,PROGRAMMING INTERACTIVITY,978-1-4493-1144-5,2,12,RC,SHAW,SUR,$68.95
IAT,800,G100,FRY,VISUALIZING DATA,978-0-596-51455-6,1,7,RC,SHAW,SUR,$55.50
IAT,801,G100,BOOTH,CRAFT OF RESEARCH,978-0-226-06566-3,3,8,RQ,SCHIPHORST,SUR,$22.00
IAT,801,G100,CRESWELL,QUALITATIVE INQUIRY & RESEARCH,978-1-4129-9530-6,3,12,RQ,SCHIPHORST,SUR,$132.00
IAT,801,G100,MAXWELL,QUALITATIVE RESEARCH DESIGN,978-1-4129-8119-4,3,12,RQ,SCHIPHORST,SUR,$99.00
IAT,802,G100,WILCOX,APPLYING CONTEMPORARY STATISTI,978-0-12-751541-0,1,3,RC,RIECKE,SUR,$191.00
IAT,802,G100,FIELD,DISCOVERING STATISTICS USING R,978-1-4462-0046-9,1,12,RC,RIECKE,SUR,$142.00
IAT,802,G100,CUNNINGHAM,EXPERIMENTAL DESIGN,978-1-56881-468-1,1,0,RC,RIECKE,SUR,$99.00
IAT,802,G100,FIELD,HOW TO DESIGN & REPORT EXPERIM,978-0-7619-7383-6,1,3,RQ,RIECKE,SUR,$137.00
IAT,810,G100,GITELMAN,"ALWAYS ALREADY NEW : MEDIA, HI",978-0-262-57247-7,1,8,RC,ACEVES-SEPULVED,SUR,$42.00
IAT,810,G100,HALPERN,BEAUTIFUL DATA : A HISTORY OF,978-0-8223-5744-5,1,15,RC,ACEVES-SEPULVED,SUR,$40.00
IAT,810,G100,PARIKKA,GEOLOGY OF MEDIA,978-0-8166-9552-2,1,0,RC,ACEVES-SEPULVED,SUR,$34.00
IAT,810,G100,KITTLER,"GRAMOPHONE, FILM, TYPEWRITER",978-0-8047-3233-8,1,99,RC,ACEVES-SEPULVED,SUR,$41.00
IAT,810,G100,DRUCKER,GRAPHESIS : VISUAL FORMS OF KN,978-0-674-72493-8,1,14,RC,ACEVES-SEPULVED,SUR,$32.00
IAT,810,G100,HAYLES,HOW WE BECAME POSTHUMAN,978-0-226-32146-2,1,99,RC,ACEVES-SEPULVED,SUR,$29.00
IAT,810,G100,MANOVICH,LANGUAGE OF NEW MEDIA,978-0-262-63255-3,1,2,RC,ACEVES-SEPULVED,SUR,$46.00
IAT,810,G100,STERNE,MP3 : THE MEANING OF A FORMAT,978-0-8223-5287-7,1,12,RC,ACEVES-SEPULVED,SUR,$36.00
IAT,810,G100,WILLIAMS,TELEVISION : TECHNOLOGY AND CU,978-0-415-31456-5,1,3,RC,ACEVES-SEPULVED,SUR,$32.00
IAT,103W,D100,NORMAN,EMOTIONAL DESIGN,978-0-465-05136-6,1,4,RQ,GIBSON,SUR,$21.50
IAT,103W,D200,NORMAN,EMOTIONAL DESIGN,978-0-465-05136-6,1,4,RQ,RAJAH,SUR,$21.50
IAT,103W,D300,NORMAN,EMOTIONAL DESIGN,978-0-465-05136-6,1,4,RQ,BROKENSHIRE,SUR,$21.50
IAT,103W,D100,GRAFF,THEY SAY I SAY,978-0-393-93584-4,3,14,RQ,GIBSON,SUR,$38.00
IAT,103W,D200,GRAFF,THEY SAY I SAY,978-0-393-93584-4,3,14,RQ,RAJAH,SUR,$38.00
