Dept,Course,Section,Author,Title,ISBN,Edition,YR,Status,Instructor,Campus,Price
IAT,103W,D300,GRAFF,THEY SAY I SAY,978-0-393-93584-4,3,14,RQ,BROKENSHIRE,SUR,$38.00
INTG,100,FIC ALL,ROZENBERG,STEP UP TO ACADEMIC READING,978-0-19-544735-4,1,12,RQ,ALL,BUR,$65.00
IS,101,D100,STEGER,GLOBALIZATION: VERY SHORT INTR,978-0-19-966266-1,3,13,RQ,LYSHAUG,BUR,$11.95
IS,101,D900,CONRAD,HEART OF DARKNESS,978-0-14-028163-7,1,1,RQ,FELDMAN,SUR,$15.00
IS,101,D100,OREND,INTRO TO INTERNATIONAL STUDIES,978-0-19-543938-0,1,12,RQ,LYSHAUG,BUR,$80.00
IS,101,D900,COETZEE,WAITING FOR THE BARBARIANS,978-0-14-028335-8,1,99,RQ,FELDMAN,SUR,$22.00
IS,200,D100,COLLINS,CONTEMPORARY SECURITY STUDIES,978-0-19-870831-5,4,16,RQ,LYSHAUG,BUR,$71.00
IS,200,D100,HOUGH,UNDERSTANDING GLOBAL SECURITY,978-0-415-68840-6,3,13,RC,LYSHAUG,BUR,$83.00
IS,265,J100,OSTERHAMMEL,GLOBALIZATION : SHORT HISTORY,978-0-691-13395-9,1,5,RQ,ROCKSBOROUGH-SM,HRB,$31.95
IS,300,D100,PORTA,APPROACHES AND METHODOLOGIES I,978-0-521-70966-8,1,8,RQ,GURCAN,HRB,$62.00
IS,302,J100,FASSIN,CONTEMPORARY STATES OF EMERGEN,978-1-935408-01-7,1,13,RQ,FELDMAN,HRB,$33.00
IS,309,D100,RUNYAN,GLOBAL GENDER ISSUES IN THE NE,978-0-8133-4916-9,4,13,RQ,LYSHAUG,HRB,$56.00
IS,315,D100,LUST,MIDDLE EAST,978-1-5063-2928-4,14,16,RQ,SAJOO,HRB,$128.00
IS,319,E100,HAMPSON,MADNESS IN THE MULTITUDE,978-0-19-541524-7,1,1,RQ,MASILAMANI,HRB,$103.00
IS,329,D100,RAWLENCE,CITY OF THORNS:NINE LIVES IN T,978-0-345-81514-9,1,16,RQ,COOPER,HRB,$34.00
IS,409,D100,KEEN,COMPLEX EMERGENCIES,978-0-7456-4020-4,1,7,RQ,CHECKEL,HRB,$26.99
IS,409,D100,FLIGSTEIN,EUROCLASH THE EU (POD),978-0-19-958085-9,1,9,RQ,CHECKEL,HRB,$49.00
IS,409,D100,CAPORASO,"GLOBALIZATION, INSTITUTIONS AN",978-1-4129-3493-0,1,12,RQ,CHECKEL,HRB,$79.00
IS,409,D100,WOOD,INSURGENT COLLECTIVE ACTION &,978-0-521-01050-4,1,3,RQ,CHECKEL,HRB,$45.95
IS,409,D100,SIMMONS,MOBILIZING FOR HUMAN RIGHTS,978-0-521-71232-3,1,9,RQ,CHECKEL,HRB,$39.00
IS,409,D100,RISSE,PERSISTENT POWER OF HUMAN RIGH,978-1-107-60936-5,1,13,RQ,CHECKEL,HRB,$39.95
IS,409,D100,BARNETT,RULES FOR THE WORLD,978-0-8014-8823-8,1,4,RQ,CHECKEL,HRB,$31.50
IS,410,D100,BERNSTEIN,BIRTH OF PLENTY : HOW THE PROS,978-0-07-174704-2,1,10,RQ,ARMIJO,HRB,$34.95
IS,410,D100,DI MUZIO,"CARBON CAPITALISM : POWER, SOC",978-1-78348-098-2,1,15,RQ,ARMIJO,HRB,$57.00
IS,410,D100,TODARO,ECONOMIC DEVELOPMENT,978-1-292-00297-2,12,14,RQ,ARMIJO,HRB,$117.00
IS,410,D100,HELPMAN,UNDERSTANDING GLOBAL TRADE,978-0-674-06078-4,1,11,RQ,ARMIJO,HRB,$38.00
IS,412,D300,LARUELLE,GLOBALIZING CENTRAL ASIA : GEO,978-0-7656-3505-1,1,13,RQ,JACKSON,HRB,$76.00
IS,412,D300,COOLEY,GREAT GAMES LOCAL RULES,978-0-19-933143-7,1,14,RQ,JACKSON,HRB,$29.00
IS,412,D300,SHISHKIN,"RESTLESS VALLEY: REVOLUTION, M",978-0-300-20591-6,1,14,RQ,JACKSON,HRB,$29.00
IS,419,D200,TARROW,POWER IN MOVEMENT,978-0-521-15572-4,3,11,RQ,GIBSON,HRB,$33.95
IS,427,D100,KLEIN,ATLANTIC SLAVE TRADE,978-0-521-18250-8,2,10,RQ,ARMIJO,HRB,$31.95
IS,427,D100,FRIEDEN,GLOBAL CAPITALISM,978-0-393-32981-0,1,6,RQ,ARMIJO,HRB,$28.00
IS,427,D100,ATKINSON,INEQUALITY : WHAT CAN BE DONE?,978-0-674-50476-9,1,15,RQ,ARMIJO,HRB,$33.00
IS,427,D100,KAY,OTHER PEOPLES MONEY : THE REAL,978-1-61039-603-5,2,15,RQ,ARMIJO,HRB,$34.99
IS,435,D200,BAIOCCHI,BOOTSTRAPPING DEMOCRACY,978-0-8047-6056-0,1,11,RQ,OTERO,HRB,$32.00
IS,435,D100,CORTAZAR,CRONOPIOS & FAMAS (TRANS BLACK,978-0-8112-1402-5,1,69,RQ,BARRAZA,HRB,$25.00
IS,435,D200,FURTADO,ECONOMIC DEVELOPMENT OF LATIN,978-0-521-29070-8,12,77,RQ,OTERO,HRB,$77.00
IS,435,D200,OTERO,FOOD FOR THE FEW,978-0-292-72613-0,1,10,RQ,OTERO,HRB,$49.50
IS,435,D200,WOOD,INSURGENT COLLECTIVE ACTION &,978-0-521-01050-4,1,3,RQ,OTERO,HRB,$45.95
IS,435,D100,CASARES,INVENTION OF MOREL,978-1-59017-057-1,1,3,RQ,BARRAZA,HRB,$14.95
IS,435,D200,VELTMEYER,NEW EXTRACTIVISM : A POST-NEOL,978-1-78032-992-5,1,14,RQ,OTERO,HRB,$43.00
IS,435,D100,DARIO,SELECTED WRITINGS (TRANS HURLE,978-0-14-303936-5,1,5,RQ,BARRAZA,HRB,$25.00
IS,435,D200,FERNANDES,WHO CAN STOP THE DRUMS,978-0-8223-4677-7,1,10,RQ,OTERO,HRB,$36.00
IS,451,D100,HARVEY,BRIEF HISTORY OF NEOLIBERALISM,978-0-19-928327-9,1,6,RQ,HARRISS,HRB,$28.00
IS,451,D100,MITCHELL,CARBON DEMOCRACY: POLITICAL PO,978-1-78168-116-9,1,13,RQ,HARRISS,HRB,$22.95
IS,451,D100,POLANYI,GREAT TRANSFORMATION (FWD STIG,978-0-8070-5643-1,2,1,RQ,HARRISS,HRB,$34.00
IS,451,D100,ADICHIE,HALF OF A YELLOW SUN,978-1-4000-9520-9,1,6,RQ,HARRISS,HRB,$22.00
IS,451,D100,ANDERSON,IMAGINED COMMUNITIES,978-1-84467-086-4,1,6,RQ,HARRISS,HRB,$26.95
IS,451,D100,WOOD,INSURGENT COLLECTIVE ACTION &,978-0-521-01050-4,1,3,RQ,HARRISS,HRB,$45.95
IS,451,D100,BATES,PROSPERITY & VIOLENCE,978-0-393-93383-3,2,9,RQ,HARRISS,HRB,$33.00
IS,809,G100,RAWLENCE,CITY OF THORNS:NINE LIVES IN T,978-0-345-81514-9,1,16,RQ,COOPER,HRB,$34.00
IS,809,G300,LARUELLE,GLOBALIZING CENTRAL ASIA : GEO,978-0-7656-3505-1,1,13,RQ,JACKSON,HRB,$76.00
IS,809,G300,COOLEY,GREAT GAMES LOCAL RULES,978-0-19-933143-7,1,14,RQ,JACKSON,HRB,$29.00
IS,809,G200,TARROW,POWER IN MOVEMENT,978-0-521-15572-4,3,11,RQ,GIBSON,HRB,$33.95
IS,809,G300,SHISHKIN,"RESTLESS VALLEY: REVOLUTION, M",978-0-300-20591-6,1,14,RQ,JACKSON,HRB,$29.00
IS,830,G100,GEORGE,CASE STUDIES & THEORY DEVELOPM,978-0-262-57222-4,1,5,RQ,GIBSON,HRB,$36.00
IS,830,G100,GERRING,CASE STUDY RESEARCH PRIN+PRACT,978-0-521-67656-4,1,6,RQ,GIBSON,HRB,$39.95
IS,830,G100,AUYERO,POOR PEOPLES POLITICS,978-0-8223-2621-2,1,0,RQ,GIBSON,HRB,$33.00
IS,840,G100,KEEN,COMPLEX EMERGENCIES,978-0-7456-4020-4,1,7,RQ,CHECKEL,HRB,$26.99
IS,840,G100,FLIGSTEIN,EUROCLASH THE EU (POD),978-0-19-958085-9,1,9,RQ,CHECKEL,HRB,$49.00
IS,840,G100,CAPORASO,"GLOBALIZATION, INSTITUTIONS AN",978-1-4129-3493-0,1,12,RQ,CHECKEL,HRB,$79.00
IS,840,G100,WOOD,INSURGENT COLLECTIVE ACTION &,978-0-521-01050-4,1,3,RQ,CHECKEL,HRB,$45.95
IS,840,G100,SIMMONS,MOBILIZING FOR HUMAN RIGHTS,978-0-521-71232-3,1,9,RQ,CHECKEL,HRB,$39.00
IS,840,G100,RISSE,PERSISTENT POWER OF HUMAN RIGH,978-1-107-60936-5,1,13,RQ,CHECKEL,HRB,$39.95
IS,840,G100,BARNETT,RULES FOR THE WORLD,978-0-8014-8823-8,1,4,RQ,CHECKEL,HRB,$31.50
JAPN,100,C100,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,BUR,$75.00
JAPN,100,D100,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,BUR,$75.00
JAPN,100,D200,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,BUR,$75.00
JAPN,100,D300,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,BUR,$75.00
JAPN,100,D400,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,HRB,$75.00
JAPN,100,E100,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,HRB,$75.00
JAPN,101,D100,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,HRB,$75.00
JAPN,101,D200,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,BUR,$75.00
JAPN,101,D300,BANNO,GENKI VOL.1,978-4-7890-1440-3,2,11,RQ,TAKEI,BUR,$75.00
JAPN,200,D100,BANNO,GENKI VOL.2,978-4-7890-1443-4,2,11,RQ,TAKEI,BUR,$57.00
LBST,101,C100,ROSS,BUILDING A BETTER WORLD: AN IN,978-1-55266-787-3,3,15,RQ,FACULTY,BUR,$34.00
LBST,101,D100,ROSS,BUILDING A BETTER WORLD: AN IN,978-1-55266-787-3,3,15,RQ,MCCARTNEY,BUR,$34.00
LBST,101,D100,EHRENREICH,NICKEL & DIMED (10TH ANNIV),978-0-312-62668-6,1,11,RQ,MCCARTNEY,BUR,$18.50
LBST,101,C100,ROSS,RETHINKING THE POLITICS OF LAB,978-1-55266-478-0,1,12,RQ,FACULTY,BUR,$35.00
LBST,101,C100,JACKSON,WORK & LABOUR IN CANADA,978-1-55130-366-6,2,10,RQ,FACULTY,BUR,$71.00
LBST,310,E100,ROSS,PUBLIC SECTOR UNIONS AND THE A,978-1-55266-584-8,1,13,RQ,BUCKLEY,HRB,$33.00
LING,100,D100,OGRADY,CONTEMPORARY LINGUISTIC ANALYS,978-0-321-83615-1,8,15,CH,RIMROTT,BUR,$121.00
LING,100,E100,OGRADY,CONTEMPORARY LINGUISTIC ANALYS,978-0-321-83615-1,8,15,CH,PANKRATS,HRB,$121.00
LING,110,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,BURGESS,BUR,$48.00
LING,110,FIC ALL,MERRIAM-WEBSTER,MERRIAM-WEBSTERS COLLEGIATE DI,978-0-87779-809-5,11,3,RQ,PANKRATZ,BUR,$35.95
LING,160,D100,HOLMES,INTRODUCTION TO SOCIOLINGUSTIC,978-1-4082-7674-7,4,13,RQ,HILGENDORF,BUR,$66.00
LING,200,D100,MORENBERG,DOING GRAMMAR,978-0-19-994733-1,5,10,RQ,HEIFT,BUR,$90.00
LING,200,D900,MORENBERG,DOING GRAMMAR,978-0-19-994733-1,5,10,RQ,TCHIZMAROVA,SUR,$90.00
LING,200,FIC ALL,MORENBERG,DOING GRAMMAR,978-0-19-994733-1,5,10,RQ,ALL,BUR,$90.00
LING,200,D100,TCHIZMAROVA,INTRO TO THE DESCRIPTION OF EN,978-1-4652-0542-1,1,12,RQ,HEIFT,BUR,$136.00
LING,200,D900,TCHIZMAROVA,INTRO TO THE DESCRIPTION OF EN,978-1-4652-0542-1,1,12,RQ,TCHIZMAROVA,SUR,$136.00
LING,200,FIC ALL,TCHIZMAROVA,INTRO TO THE DESCRIPTION OF EN,978-1-4652-0542-1,1,12,RQ,ALL,BUR,$136.00
LING,220,D100,OGRADY,CONTEMPORARY LINGUISTIC ANALYS,978-0-321-83615-1,8,15,CH,RIMROTT,BUR,$121.00
LING,220,FIC ALL,OGRADY,CONTEMPORARY LINGUISTIC ANALYS,978-0-321-83615-1,8,15,RQ,ALL,BUR,$121.00
LING,221,D100,ZSIGA,SOUNDS OF LANGUAGE,978-1-4051-9103-6,1,13,RQ,YEUNG,BUR,$68.00
LING,222,D100,TALLERMAN,UNDERSTANDING SYNTAX,978-0-415-74698-4,4,15,RQ,TABOADA,BUR,$67.00
LING,290,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,MUNRO,BUR,$48.00
LING,295,D100,MOONEY,LANGUAGE AND LAW,978-1-137-01794-9,1,14,RQ,BURGESS,BUR,$43.99
LING,295,D100,TIERSMA,LEGAL LANGUAGE,978-0-226-80303-6,1,99,RQ,BURGESS,BUR,$44.00
LING,321,D100,ZSIGA,SOUNDS OF LANGUAGE,978-1-4051-9103-6,1,13,RQ,FARRIS-TRIMBLE,BUR,$68.00
LING,322,D100,CARNIE,SYNTAX,978-0-470-65531-3,3,12,RQ,TBD,BUR,$72.00
LING,350,D100,SAXTON,CHILD LANGUAGE : ACQUISITION A,978-1-4129-0232-8,1,10,RQ,YEUNG,BUR,$104.00
LING,360,D100,LIGHTBROWN,HOW LANGUAGES ARE LEARNED,978-0-19-454126-8,4,13,RQ,HEIFT,BUR,$53.00
LING,360,D100,LARSEN,TECHNIQUES & PRIN IN LANGUAGE,978-0-19-442360-1,3,11,RQ,HEIFT,BUR,$65.00
LING,362,D100,RICHARDS,INTERCHANGE,978-1-107-64870-8,4,12,RQ,BURGESS,BUR,$45.00
LING,411,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,MUNRO,BUR,$48.00
LING,801,G100,ADGER,CORE SYNTAX,978-0-19-924370-9,1,4,RQ,HAN,BUR,$83.00
LING,802,G100,HEIM,SEMANTICS IN GENERATIVE GRAMMA,978-0-631-19713-3,1,98,RQ,HEDBERG,BUR,$98.00
LING,813,G100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,MUNRO,BUR,$48.00
LING,309W,D100,WARDHAUGH,INTRODUCTION TO SOCIOLINGUISTI,978-1-118-73229-8,7,15,RQ,HILGENDORF,BUR,$57.00
LING,482W,D100,SOLE,EXPERIMENTAL APPROACHES TO PHO,978-0-19-929682-8,1,0,RQ,FARRIS-TRIMBLE,BUR,$117.00
MACM,101,D100,GRIMALDI,DISCRETE & COMBINATORIAL MATHE,978-0-201-72634-3,5,3,RQ,BULATOV,BUR,$218.00
MACM,101,D200,GRIMALDI,DISCRETE & COMBINATORIAL MATHE,978-0-201-72634-3,5,3,RQ,PEARCE,BUR,$218.00
MACM,101,D300,GRIMALDI,DISCRETE & COMBINATORIAL MATHE,978-0-201-72634-3,5,3,RQ,WIESE,SUR,$218.00
MACM,101,FIC ALL,GRIMALDI,DISCRETE & COMBINATORIAL MATHE,978-0-201-72634-3,5,3,RQ,ALL,BUR,$218.00
MACM,201,D100,GRIMALDI,DISCRETE & COMBINATORIAL MATHE,978-0-201-72634-3,5,3,RQ,TBD,BUR,$218.00
MACM,316,E100,BURDEN,NUMERICAL ANALYSIS,978-1-305-25366-7,10,15,RQ,ADCOCK,BUR,$202.00
MACM,416,D100,BURDEN,NUMERICAL ANALYSIS,978-1-305-25366-7,10,15,RC,NIGAM,BUR,$202.00
MATH,100,D100,AXLER,PRECALCULUS,978-0-470-64804-9,2,12,RQ,JUNGIC,BUR,$182.00
MATH,100,D200,AXLER,PRECALCULUS,978-0-470-64804-9,2,12,RQ,PANDEY,SUR,$182.00
MATH,100,FIC ALL,AXLER,PRECALCULUS,978-0-470-64804-9,2,12,RQ,ALL,BUR,$182.00
MATH,154,D200,NEUHAUSER,CALCULUS FOR BIOLOGY (TEXT ONL,978-0-321-64468-8,3,11,CH,TBD,SUR,$218.00
MATH,154,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,DEVOS,BUR,$48.00
MATH,154,D200,MUELLER,JUST-IN-TIME ALGEBRA & TRIG FO,978-0-321-67104-2,4,12,RC,TBD,SUR,$45.00
MATH,157,D100,TAN,APPLIED CALCULUS (CDN),978-0-17-660995-5,2,10,RQ,CHOI,BUR,$261.00
MATH,157,D200,TAN,APPLIED CALCULUS (CDN),978-0-17-660995-5,2,10,RQ,DING,SUR,$261.00
MATH,157,FIC ALL,TAN,APPLIED CALCULUS (CDN),978-0-17-660995-5,2,10,RQ,ALL,BUR,$261.00
MATH,190,C100,SOWDER,RECONCEPTUALIZING MATHEMATICS,978-1-4641-0335-3,2,14,RQ,MENZ,BUR,$176.00
MATH,190,D100,SOWDER,RECONCEPTUALIZING MATHEMATICS,978-1-4641-0335-3,2,14,RQ,DUBIEL,BUR,$176.00
MATH,232,D100,ANTON,CONTEMPORARY LINEAR ALGEBRA,978-0-471-16362-6,1,2,RQ,TUPPER,BUR,$210.00
MATH,232,D200,ANTON,CONTEMPORARY LINEAR ALGEBRA,978-0-471-16362-6,1,2,RQ,PYKE,SUR,$210.00
MATH,232,FIC 01,ANTON,CONTEMPORARY LINEAR ALGEBRA,978-0-471-16362-6,1,2,RQ,ALL,BUR,$210.00
MATH,240,D100,LAY,LINEAR ALGEBRA AND ITS APPLICA,978-0-321-98238-4,5,14,CH,STACHO,BUR,$218.00
MATH,308,D100,BAZARAA,LINEAR PROGRAMMING & NETWORK F,978-0-470-46272-0,4,10,RQ,PUNNEN,SUR,$179.00
MATH,310,D100,BOYCE,ELEMENTARY DIFFERENTIAL EQUATI,978-0-470-45831-0,10,13,CH,STOCKIE,BUR,$210.00
MATH,310,D200,BOYCE,ELEMENTARY DIFFERENTIAL EQUATI,978-0-470-45831-0,10,13,CH,YUSUN,SUR,$210.00
MATH,322,D100,BROWN,COMPLEX VARIABLES & APPLICATIO,978-0-07-338317-0,9,13,RQ,MURAKI,BUR,$99.95
MATH,340,D100,DUMMIT,ABSTRACT ALGEBRA,978-0-471-43334-7,3,3,RC,CHEN,BUR,$147.00
MATH,340,D100,ANDERSON,FIRST COURSE IN ABSTRACT ALGEB,978-1-4822-4552-3,3,14,RQ,CHEN,BUR,$137.00
MATH,343,D100,KREHER,COMBINATORIAL ALGORITHMS,978-0-8493-3988-2,1,99,RC,GODDYN,BUR,$203.00
MATH,345,D100,WEST,INTRO TO GRAPH THEORY,978-0-13-014400-3,2,1,RC,DEVOS,BUR,$215.00
MATH,408,D100,BERTSIMAS,OPTIMIZATION OVER INTEGERS,978-0-9759146-2-5,1,5,RQ,STEPHEN,SUR,$158.00
MATH,418,D100,STRAUSS,PARTIAL DIFFERENTIAL EQUATIONS,978-0-470-05456-7,2,8,RQ,FETECAU,BUR,$278.00
MATH,424,D100,BROWN,COMPLEX VARIABLES & APPLICATIO,978-0-07-338317-0,9,13,RQ,ARCHIBALD,BUR,$99.95
MATH,447,D100,VAN OORSCHOT,INTRO TO ERROR CORRECTING CODE,978-0-7923-9017-6,1,89,RQ,JEDWAB,BUR,$104.00
MATH,708,G100,BERTSIMAS,OPTIMIZATION OVER INTEGERS,978-0-9759146-2-5,1,5,RQ,STEPHEN,SUR,$158.00
MATH,716,G100,BURDEN,NUMERICAL ANALYSIS,978-1-305-25366-7,10,15,RC,NIGAM,BUR,$202.00
MATH,718,G100,STRAUSS,PARTIAL DIFFERENTIAL EQUATIONS,978-0-470-05456-7,2,8,RQ,FETECAU,BUR,$278.00
MATH,724,G100,BROWN,COMPLEX VARIABLES & APPLICATIO,978-0-07-338317-0,9,13,RQ,ARCHIBALD,BUR,$99.95
MATH,747,G100,VAN OORSCHOT,INTRO TO ERROR CORRECTING CODE,978-0-7923-9017-6,1,89,RQ,JEDWAB,BUR,$104.00
MATH,480W,D100,ZEITZ,ART & CRAFT OF PROBLEM SOLVING,978-0-471-78901-7,2,7,RQ,JEDWAB,BUR,$102.00
MBB,222,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,YOUNG,BUR,$48.00
MBB,308,D100,WEAVER,MOLECULAR BIOLOGY,978-0-07-352532-7,5,11,RQ,VLACHOS,BUR,$316.00
MBB,308,D100,DALE,FROM GENES TO GENOMES: CONCEPT,978-0-470-68385-9,3,11,RC,VLACHOS,BUR,$113.95
MBB,331,D100,WEAVER,MOLECULAR BIOLOGY,978-0-07-352532-7,5,11,RQ,VLACHOS,BUR,$316.00
MBB,420,D100,JONES,PYTHON FOR BIOLOGISTS,978-1-4923-4613-5,1,13,RQ,CHEN,BUR,$58.00
MBB,421,D100,EGLI,NUCLEIC ACIDS IN CHEM,978-0-85404-654-6,3,6,RC,SEN,BUR,$109.00
MBB,422,D100,LUCKEY,MEMBRANE STRUCTURAL BIOLOGY,978-1-107-03063-3,2,14,RQ,CORNELL,BUR,$112.00
MBB,426,D100,GEHA,CASE STUDIES IN IMMUNOLOGY : A,978-0-8153-4512-1,7,16,RC,SCOTT,BUR,$90.00
MBB,426,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,SCOTT,BUR,$48.00
MBB,426,D100,MURPHY,JANEWAY'S IMMUNOBIOLOGY,978-0-8153-4505-3,9,16,RQ,SCOTT,BUR,$290.00
MBB,438,D100,STRACHAN,GENETICS AND GENOMICS IN MEDIC,978-0-8153-4480-3,1,14,RC,VERHEYEN,BUR,$191.00
MBB,438,D100,STRACHAN,HUMAN MOLECULAR GENETICS,978-0-8153-4149-9,4,10,RC,VERHEYEN,BUR,$236.00
MBB,440,D100,PALSSON,SYSTEMS BIOLOGY : CONSTRAINT-B,978-1-107-03885-1,2,15,RQ,PIO,BUR,$91.95
MBB,726,G100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,SCOTT,BUR,$48.00
MBB,726,G100,MURPHY,JANEWAY'S IMMUNOBIOLOGY,978-0-8153-4505-3,9,16,RQ,SCOTT,BUR,$290.00
MBB,738,G100,STRACHAN,GENETICS AND GENOMICS IN MEDIC,978-0-8153-4480-3,1,14,RC,VERHEYEN,BUR,$191.00
MBB,738,G100,STRACHAN,HUMAN MOLECULAR GENETICS,978-0-8153-4149-9,4,10,RC,VERHEYEN,BUR,$236.00
MSE,100,D100,PLANCHARD,ENGINEERING GRAPHICS + VIDEO I,978-1-58503-780-3,1,0,RQ,VIJAYARAGHAVAN,SUR,$69.00
MSE,100,D100,COGORNO,GEOMETRIC DIMENSIONING,978-0-07-177212-9,2,11,RC,VIJAYARAGHAVAN,SUR,$138.95
MSE,250,D100,NILSSON,ELECTRIC CIRCUITS,978-0-13-376003-3,10,15,RQ,RAD,SUR,$218.00
MSE,310,D200,DESILVA,MECHATRONICS: INTEGRATED APPRO,978-0-8493-1274-8,1,4,RC,TBD,SUR,$256.00
MSE,310,D200,SEN,PRIN OF ELECTRIC MACHINES & PO,978-1-118-07887-7,3,13,RC,TBD,SUR,$206.00
MSE,310,D200,DE SILVA,SENSORS & ACTUATORS : CONTROL,978-1-4665-0681-7,2,15,RQ,TBD,SUR,$229.00
MSE,320,D200,MOTT,MACHINE ELEMENTS IN MECHANICAL,978-0-13-507793-1,5,13,RQ,VIJAYARAGHAVAN,SUR,$218.00
MSE,380,E100,DE SILVA,MODELING AND CONTROL OF ENGINE,978-1-4200-7686-8,1,9,RQ,OLDKNOW,SUR,$236.00
MSE,900,G100,GROOVER,AUTOMATION PRODUCTION SYSTEMS,978-0-13-349961-2,4,7,RC,FINGARSON,SUR,$218.00
MSE,900,G100,ANDREWS,CANADIAN PROFESSIONAL ENGINEER,978-0-17-650990-3,5,14,RC,FINGARSON,SUR,$178.00
MSE,900,G100,ULRICH,PRODUCT DESIGN & DEVELOPMENT (,978-0-07-340477-6,5,12,SP,FINGARSON,SUR,$350.00
PERS,118,D100,JADIDI,ROUTLEDGE INTRO PERSIAN COURSE,978-0-415-56101-3,1,10,RQ,SESSIONAL,BUR,$84.00
PHIL,105,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,MCINTOSH,BUR,$48.00
PHIL,105,D900,SALMON,INTRO TO LOGIC & CRITICAL THIN,978-1-133-04975-3,6,13,RQ,KATZ,SUR,$199.00
PHIL,105,FIC,SALMON,INTRO TO LOGIC & CRITICAL THIN,978-1-133-04975-3,6,13,RQ,VARIOUS,BUR,$199.00
PHIL,110,D100,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,MCINTOSH,BUR,$48.00
PHIL,110,D100,HAUSMAN,LOGIC & PHILOSOPHY: A MODERN I,978-1-133-05000-1,12,12,RQ,MCINTOSH,BUR,$132.00
PHIL,144,D100,KLEMKE,INTRODUCTORY RDGS IN PHILOSOPH,978-1-57392-240-1,3,13,RQ,POLLON,BUR,$34.00
PHIL,144,D100,BLUM,POISONER'S HANDBOOK,978-0-14-311882-4,1,11,RQ,POLLON,BUR,$23.00
PHIL,150,D900,MPS,I-CLICKER+,978-1-4641-2015-2,1,12,RQ,SCHMOR,SUR,$48.00
PHIL,150,D900,GERSON,INTRODUCTORY READINGS IN ANCIE,978-1-62466-352-9,2,15,RQ,SCHMOR,SUR,$74.00
PHIL,201,D100,PRITCHARD,WHAT IS THIS THING CALLED KNOW,978-0-415-65706-8,3,13,RQ,TWOMEY,BUR,$73.00
PHIL,203,D100,NEY,METAPHYSICS : AN INTRODUCTION,978-0-415-64075-6,1,14,RQ,HANSON,BUR,$69.00
PHIL,221,D100,KAGAN,NORMATIVE ETHICS,978-0-8133-0846-3,1,97,RQ,TIFFANY,BUR,$71.00
PHIL,280,E100,DE BEAUVOIR,ETHICS OF AMBIGUITY,978-1-4804-4280-1,1,15,RQ,POLLON,HRB,$12.99
PHIL,280,E100,SARTRE,EXISTENTIALISM IS A HUMANISM,978-0-300-11546-8,1,7,RQ,POLLON,HRB,$13.00
PHIL,280,E100,KIERKEGAARD,FEAR AND TREMBLING : REPETITIO,978-0-691-02026-6,1,83,RQ,POLLON,HRB,$38.95
PHIL,280,E100,NIETZSCHE,GAY SCIENCE (ED WILLIAMS),978-0-521-63645-2,1,1,RQ,POLLON,HRB,$27.00
PHIL,280,E100,CAMUS,MYTH OF SISYPHUS (TRANS: O'BRI,978-0-14-118200-1,1,55,RQ,POLLON,HRB,$26.00
PHIL,300,E100,OKASHA,PHILOSOPHY OF SCIENCE,978-0-19-874558-7,2,16,RQ,CRAWFORD,HRB,$11.95
PHIL,300,E100,CONEE,RIDDLES OF EXISTENCE : A GUIDE,978-0-19-872404-9,2,14,RQ,CRAWFORD,HRB,$21.00
PHIL,357,D100,HUME,ENQUIRY CONCERNING HUMAN UNDER,978-0-87220-229-0,2,93,RQ,HEIDE,BUR,$9.00
PHIL,357,D100,LEIBNIZ,PHILOSOPHICAL ESSAYS (TRANS AR,978-0-87220-062-3,1,89,RQ,HEIDE,BUR,$33.00
PHIL,357,D100,MALEBRANCHE,PHILOSOPHICAL SELECTIONS (ED N,978-0-87220-152-1,1,92,RQ,HEIDE,BUR,$23.00
PHIL,357,D100,DESCARTES,SELECTED PHILOSOPHICAL WRITING,978-0-521-35812-5,1,88,RQ,HEIDE,BUR,$44.00
PHIL,852,G100,OXFORD,ARISTOTLE: DE ANIMA,978-0-19-924345-7,1,16,RQ,TWOMEY,BUR,$52.00
